SPECIMENID,YEAROFCOLLECTION,MONTH,COUNTY,SUBCOUNTY,Ward,VILLAGE,SPECIES,SEX,ABDOMENSTATUS,HOUSENO,METHODCOLLECTION,Place of Collection,SUBSPECIES,SPOROZOITESTATUS,BLOODMEASSTATUS,
7340,2017,November,Muranga?'a,Makuyu,,Punda Milia,An. gambiae,Female,Unfed,4,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7341,2017,November,Muranga?'a,Makuyu,,Punda Milia,An. gambiae,Female,Unfed,4,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7342,2017,November,Muranga?'a,Makuyu,,Punda Milia,An. gambiae,Female,Unfed,4,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7343,2017,November,Muranga?'a,Makuyu,,Punda Milia,An. gambiae,Female,Unfed,4,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7344,2017,November,Muranga?'a,Makuyu,,Punda Milia,An. gambiae,Female,Unfed,4,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7345,2017,November,Muranga?'a,Gatanga,,Matoro,An. gambiae,Female,Gravid,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7346,2017,November,Muranga?'a,Maragua,,Munanda,An. gambiae,Female,Unfed,4,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7347,2017,November,Muranga?'a,Maragua,,Munanda,An. gambiae,Female,Unfed,4,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7348,2017,November,Muranga?'a,Maragua,,Munanda,An. gambiae,Female,Fed,5,Aspiration,Indoors,An. arabiensis,Negative,None,
7349,2017,November,Muranga?'a,Maragua,,Munanda,An. gambiae,Female,Gravid,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7350,2018,May,Nairobi,Westlands,,Rossyin,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7351,2018,May,Nairobi,Westlands,,Rossyin,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7352,2018,May,Nairobi,Westlands,,Rossyin,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7353,2018,May,Nairobi,Westlands,,Rossyin,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7354,2018,May,Nairobi,Westlands,,Rossyin,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7355,2018,May,Nairobi,Westlands,,Rossyin,An. gambiae,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7356,2018,May,Nairobi,Westlands,,Rossyin,An. gambiae,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7357,2018,May,Nairobi,Westlands,,Rossyin,An. gambiae,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7358,2018,May,Nairobi,Westlands,,Rossyin,An. gambiae,Female,Unfed,1,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7359,2018,May,Nairobi,Westlands,,Rossyin,An. gambiae,Female,Unfed,1,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7360,2018,May,Nairobi,Westlands,,Githogoro,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7361,2018,May,Nairobi,Westlands,,Githogoro,An. gambiae,Female,Unfed,5,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7362,2018,May,Nairobi,Westlands,,Githogoro,An. gambiae,Female,Unfed,5,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7363,2018,May,Nairobi,Embakasi west,,umoja 2,An. gambiae,Female,Gravid,1,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7364,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7365,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7366,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7367,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7368,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7369,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7370,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7371,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7372,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7373,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7374,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7375,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7376,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7377,2018,June,Nairobi,Embakasi west,,umoja 1,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7378,2019,July,Nakuru,Rongai,,Koyumtich,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7379,2019,July,Nakuru,Rongai,,Koyumtich,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7380,2019,July,Nakuru,Rongai,,Koyumtich,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7381,2019,July,Nakuru,Rongai,,Koyumtich,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Not done,
7382,2019,July,Nakuru,Rongai,,Koyumtich,An. gambiae,Female,Fed,3,Aspiration,Indoors,An. arabiensis,Negative,Not done,
7383,2019,July,Nakuru,Rongai,,Koyumtich,An. gambiae,Female,Fed,4,Aspiration,Indoors,An. arabiensis,Negative,Not done,
7384,2019,July,Nakuru,Rongai,,Koyumtich,An. gambiae,Female,Fed,4,Aspiration,Indoors,An. arabiensis,Negative,Not done,
7385,2019,July,Nakuru,Rongai,,Koyumtich,An. gambiae,Female,Fed,4,Aspiration,Indoors,An. arabiensis,Negative,Not done,
7386,2019,July,Nakuru,Rongai,,Koyumtich,An. gambiae,Female,Unfed,5,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7387,2019,July,Nakuru,Rongai,,Koyumtich,An. gambiae,Female,Unfed,5,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7388,2019,July,Nakuru,Rongai,,Koyumtich,An. gambiae,Female,Fed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not done,
7389,2019,July,Nakuru,Rongai,,Lomolo B,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7390,2019,July,Nakuru,Rongai,,Lomolo B,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7391,2019,July,Nakuru,Rongai,,Lomolo B,An. gambiae,Female,Unfed,3,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7392,2019,July,Nakuru,Rongai,,Lomolo B,An. gambiae,Female,Fed,5,Aspiration,Indoors,An. arabiensis,Negative,Not done,
7393,2019,July,Nakuru,Rongai,,Lomolo B,An. gambiae,Female,Unfed,5,Aspiration,Indoors,Not Amplify,Negative,Not applicable,
7394,2019,July,Nakuru,Rongai,,Lomolo B,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not done,
7395,2019,July,Nakuru,Rongai,,Lomolo B,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7396,2019,July,Nakuru,Rongai,,Lomolo B,An. gambiae,Female,Unfed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7397,2019,July,Nakuru,Rongai,,Lomolo B,An. gambiae,Female,Unfed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7398,2019,July,Nakuru,Naivasha,,Karagita,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7399,2019,July,Nakuru,Naivasha,,Karagita,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7400,2019,July,Nakuru,Naivasha,,Karagita,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Not done,
7401,2019,July,Nakuru,Naivasha,,Kiptangwany,An. gambiae,Female,Unfed,1,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7402,2019,July,Nakuru,Naivasha,,Kiptangwany,An. gambiae,Female,Unfed,1,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7403,2019,July,Nakuru,Naivasha,,Kiptangwany,An. gambiae,Female,Unfed,2,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7404,2019,July,Nakuru,Naivasha,,Kiptangwany,An. gambiae,Female,Unfed,2,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7405,2019,July,Nakuru,Naivasha,,Kiptangwany,An. gambiae,Female,Unfed,2,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7406,2019,July,Nakuru,Naivasha,,Kiptangwany,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not done,
7407,2019,July,Nakuru,Naivasha,,Kiptangwany,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7408,2019,July,Nakuru,Subukia,,Marigu A,An. gambiae,Female,Fed,3,Light Trap,Indoors,An. arabiensis,Negative,Not done,
7409,2019,July,Nakuru,Subukia,,Marigu A,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7410,2019,July,Nakuru,Subukia,,Marigu A,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7411,2019,July,Nakuru,Subukia,,Marigu A,An. gambiae,Female,Fed,2,Aspiration,Indoors,An. arabiensis,Negative,Not done,
7412,2019,July,Nakuru,Subukia,,Marigu A,An. gambiae,Female,Unfed,3,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7413,2019,July,Nakuru,Subukia,,Marigu A,An. gambiae,Female,Unfed,3,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7414,2019,July,Nakuru,Subukia,,Marigu A,An. gambiae,Female,Unfed,3,Aspiration,Indoors,Not Amplify,Negative,Not applicable,
7415,2019,July,Nakuru,Subukia,,Marigu A,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
7416,2019,July,Nakuru,Subukia,,Marigu A,An. gambiae,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not done,
7417,2019,July,Nakuru,Subukia,,Marigu B,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7418,2019,July,Nakuru,Subukia,,Marigu B,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7419,2019,July,Nakuru,Subukia,,Marigu B,An. gambiae,Female,Unfed,1,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7420,2019,July,Nakuru,Subukia,,Marigu B,An. gambiae,Female,Gravid,1,Aspiration,Indoors,Not Amplify,Negative,Not applicable,
7421,2019,July,Nakuru,Subukia,,Marigu B,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not done,
7422,2019,July,Nakuru,Subukia,,Marigu B,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not done,
7423,2019,July,Nakuru,Subukia,,Marigu B,An. gambiae,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7424,2018,,Nakuru,SUBUKIA,,KAMUKUJI,An. gambiae,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7425,2018,,Nakuru,SUBUKIA,,KAMUKUJI,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7426,2018,,Nakuru,SUBUKIA,,KIANUGU,An. gambiae,Female,Unfed,3,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7427,2018,,Nakuru,SUBUKIA,,KIANUGU,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7428,2018,,Nakuru,RONGAI,,KOYUMTICH,An. gambiae,Female,Unfed,5,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7429,2018,,Nakuru,RONGAI,,KOYUMTICH,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7430,2018,,Nakuru,RONGAI,,LOMOLO B,An. gambiae,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
7431,2018,,Nakuru,RONGAI,,LOMOLO B,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7432,2018,,Nakuru,RONGAI,,LOMOLO B,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7433,2018,,Nakuru,RONGAI,,LOMOLO B,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7434,2018,,Nakuru,RONGAI,,LOMOLO B,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7435,2018,,Nakuru,GILGIL,,NGOMONGO,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7436,2018,,Nakuru,GILGIL,,NGOMONGO,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7437,2018,,Nakuru,GILGIL,,KIPTANGAWNY,An. gambiae,Female,Unfed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7438,2020,December,Nandi,ALDAI,,KIPSIGAK,An. gambiae,Female,Unfed,4,Aspiration,Indoors,Not Amplify,Negative,Not applicable,
7439,2020,December,Nandi,ALDAI,,KIPSIGAK,An. gambiae,Female,Gravid,4,Aspiration,Indoors,An. gambiae s.s,Negative,Not applicable,
7440,2020,December,Nandi,ALDAI,,KIVONGOI,An. gambiae,Female,Unfed,1,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7441,2019,July,Nandi,EMEGWEN,,KABWARENG,An. funestus,Female,Unfed,4,Light Trap,Indoors,An. leesoni,Negative,Not applicable,
7442,2019,July,Nandi,EMEGWEN,,KABWARENG,An. funestus,Female,Gravid,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7443,2019,July,Nandi,EMEGWEN,,KABWARENG,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7444,2019,July,Nandi,EMEGWEN,,KABWARENG,An. funestus,Female,Gravid,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7445,2019,July,Nandi,EMEGWEN,,KABWARENG,An. funestus,Female,Gravid,4,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7446,2019,July,Nandi,EMEGWEN,,KABWARENG,An. funestus,Male,Not applicable,1,Aspiration,Indoors,An. funestus s.s,Not applicable,Not applicable,
7447,2019,July,Nandi,EMEGWEN,,KABWARENG,An. funestus,Male,Not applicable,1,Aspiration,Indoors,An. leesoni,Not applicable,Not applicable,
7448,2019,July,Nandi,EMEGWEN,,KABWARENG,An. funestus,Female,Fed,1,Aspiration,Indoors,An. leesoni,Negative,None,
7449,2019,July,Nandi,EMEGWEN,,KABWARENG,An. funestus,Female,Fed,1,Aspiration,Indoors,An. leesoni,Negative,Human,
7450,2019,July,Nandi,EMEGWEN,,KABWARENG B,An. funestus,Female,Fed,5,Aspiration,Indoors,An. leesoni,Negative,Bovine,
7451,2019,July,Nandi,EMEGWEN,,KABWARENG B,An. funestus,Female,Fed,5,Aspiration,Indoors,An. leesoni,Negative,Bovine,
7452,2019,July,Nandi,EMEGWEN,,KABWARENG B,An. funestus,Female,Fed,5,Aspiration,Indoors,An. funestus s.s,Negative,None,
7453,2019,July,Nandi,EMEGWEN,,KABWARENG B,An. funestus,Female,Fed,5,Aspiration,Indoors,An. funestus s.s,Negative,Bovine,
7454,2019,July,Nandi,EMEGWEN,,KABWARENG B,An. funestus,Male,Not applicable,5,Aspiration,Indoors,An. funestus s.s,Not applicable,Not applicable,
7455,2019,July,Nandi,EMEGWEN,,KABWARENG B,An. funestus,Female,Unfed,5,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7456,2019,July,Nandi,EMEGWEN,,KABWARENG B,An. funestus,Female,Fed,5,Aspiration,Indoors,Not Amplify,Negative,Bovine,
7457,2019,July,Nandi,EMEGWEN,,KABWARENG B,An. funestus,Female,Fed,3,Aspiration,Indoors,Not Amplify,Negative,Bovine,
7458,2019,July,Nandi,EMEGWEN,,KABWARENG B,An. funestus,Female,Fed,3,Aspiration,Indoors,Not Amplify,Negative,Bovine,
7459,2019,July,Nandi,EMEGWEN,,KABWARENG B,An. funestus,Female,Gravid,3,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7460,2019,July,Nandi,EMEGWEN,,KABWARENG B,An. funestus,Female,Gravid,3,Aspiration,Indoors,Not Amplify,Negative,Not applicable,
7461,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,1,Light Trap,Indoors,Not Amplify,Negative,None,
7462,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Gravid,1,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7463,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Gravid,1,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7464,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,1,Light Trap,Indoors,Not Amplify,Negative,"Goat, bovine","Livestock, Livestock"
7465,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Male,Not applicable,1,Aspiration,Indoors,Not Amplify,Not applicable,Not applicable,
7466,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Male,Not applicable,1,Aspiration,Indoors,An. funestus s.s,Not applicable,Not applicable,
7467,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,2,Aspiration,Indoors,An. funestus s.s,Negative,None,
7468,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,2,Aspiration,Indoors,An. funestus s.s,Negative,Human,
7469,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Male,Not applicable,2,Aspiration,Indoors,An. funestus s.s,Not applicable,Not applicable,
7470,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Unfed,2,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7471,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Male,Not applicable,2,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7472,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Male,Not applicable,2,Aspiration,Indoors,An. funestus s.s,Not applicable,Not applicable,
7473,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Male,Not applicable,2,Aspiration,Indoors,An. leesoni,Not applicable,Not applicable,
7474,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,2,Aspiration,Indoors,An. funestus s.s,Not applicable,Human,
7475,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,2,Aspiration,Indoors,An. funestus s.s,Negative,None,
7476,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,2,Aspiration,Indoors,An. funestus s.s,Negative,Human,
7477,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,2,Aspiration,Indoors,An. funestus s.s,Negative,Human,
7478,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Unfed,2,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7479,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Gravid,3,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7480,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Gravid,3,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7481,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Gravid,3,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7482,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Gravid,3,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7483,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Male,Not applicable,3,Aspiration,Indoors,An. funestus s.s,Not applicable,Not applicable,
7484,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. gambiae,Female,Fed,3,Aspiration,Indoors,An. arabiensis,Negative,Human,
7485,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. gambiae,Female,Fed,3,Aspiration,Indoors,Not Amplify,Negative,None,
7486,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. gambiae,Female,Fed,3,Aspiration,Indoors,An. arabiensis,Negative,Human,
7487,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. gambiae,Female,Fed,3,Aspiration,Indoors,An. arabiensis,Negative,None,
7488,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. gambiae,Female,Fed,4,Aspiration,Indoors,An. arabiensis,Negative,Human,
7489,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. gambiae,Female,Gravid,4,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7490,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. gambiae,Female,Gravid,4,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7491,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. gambiae,Female,Gravid,4,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7492,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. gambiae,Male,Not applicable,4,Aspiration,Indoors,Not Amplify,Not applicable,Not applicable,
7493,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,1,Aspiration,Indoors,An. funestus s.s,Negative,Human,
7494,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,1,Aspiration,Indoors,An. funestus s.s,Negative,Human,
7495,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. gambiae,Female,Fed,1,Aspiration,Indoors,An. arabiensis,Negative,None,
7496,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,1,Aspiration,Indoors,An. funestus s.s,Negative,Human,
7497,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Not applicable,Not applicable,
7498,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,None,
7499,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,None,
7500,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,None,
7501,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,None,
7502,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,Not applicable,
7503,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,Not applicable,
7504,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Fed,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Human,
7505,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Unfed,4,Pyrethrum Spray Catch,Indoors,An. leesoni,Negative,Not applicable,
7506,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Not applicable,Not applicable,
7507,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Unfed,2,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,Not applicable,
7508,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,Not applicable,
7509,2019,July,Nandi,ALDAI,,CHEPKIWIS,An. funestus,Male,Not applicable,3,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Not applicable,Not applicable,
7510,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Gravid,3,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7511,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Fed,3,Light Trap,Indoors,Not Amplify,Not done,None,
7512,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Fed,3,Light Trap,Indoors,Not Amplify,Negative,None,
7513,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Fed,3,Light Trap,Indoors,Not Amplify,Negative,None,
7514,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Fed,3,Light Trap,Indoors,An. funestus s.s,Negative,"Human, bovine","Livestock, Human"
7515,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7516,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7517,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7518,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7519,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7520,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
