SPECIMENID,YEAROFCOLLECTION,MONTH,COUNTY,SUBCOUNTY,Ward,VILLAGE,SPECIES,SEX,ABDOMENSTATUS,HOUSENO,METHODCOLLECTION,Place of Collection,SUBSPECIES,SPOROZOITESTATUS,BLOODMEASSTATUS,
7521,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7522,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7523,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7524,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,3,Aspiration,Indoors,Not Amplify,Negative,Not applicable,
7525,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Fed,3,Aspiration,Indoors,An. funestus s.s,Negative,Bovine,
7526,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Fed,4,Aspiration,Indoors,An. funestus s.s,Negative,None,
7527,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Fed,4,Aspiration,Indoors,An. funestus s.s,Negative,Bovine,
7528,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,4,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7529,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Gravid,2,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7530,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Fed,2,Aspiration,Indoors,An. funestus s.s,Negative,"Human, bovine","Livestock, Human"
7531,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Fed,3,Aspiration,Indoors,An. funestus s.s,Negative,Bovine,
7532,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,3,Aspiration,Indoors,Not Amplify,Negative,Not applicable,
7533,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
7534,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,Not applicable,
7535,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Male,Not applicable,2,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Not applicable,Not applicable,
7536,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Male,Not applicable,2,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Not applicable,Not applicable,
7537,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Fed,2,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,None,
7538,2019,July,Nandi,ALDAI,,SILIKIO,An. funestus,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,Not applicable,
7539,2019,July,Nandi,TINDERET,,KABUTEI,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. gambiae s.s,Not applicable,Not applicable,
7540,2019,July,Nandi,TINDERET,,KABUTEI,An. gambiae,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
7541,2019,July,Nandi,TINDERET,,KABUTEI,An. gambiae,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Human,
7542,2019,July,Nandi,TINDERET,,KABUTEI,An. funestus,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
7543,2019,July,Nandi,TINDERET,,CHEPKUTO,An. funestus,Female,Fed,3,Light Trap,Indoors,Not Amplify,Negative,None,
7544,2019,July,Nandi,TINDERET,,CHEPKUTO,An. funestus,Female,Fed,1,Light Trap,Indoors,Not Amplify,Negative,None,
7545,2019,July,Nandi,TINDERET,,CHEPKUTO,An. funestus,Female,Unfed,1,Light Trap,Indoors,An. leesoni,Negative,Not applicable,
7546,2019,July,Nandi,TINDERET,,CHEPKUTO,An. funestus,Female,Unfed,1,Light Trap,Indoors,An. leesoni,Negative,Not applicable,
7547,2019,July,Nandi,TINDERET,,CHEPKUTO,An. funestus,Female,Fed,3,Light Trap,Indoors,Not Amplify,Negative,None,
7548,2019,July,Nandi,TINDERET,,CHEPKUTO,An. funestus,Male,Fed,4,Aspiration,Indoors,An. funestus s.s,Not applicable,None,
7549,2020,December,Narok,Narok South,,Olepolos,An. gambiae,Female,Unfed,3,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7550,2020,December,Narok,Transmara,,Msanga,An. funestus,Male,Not applicable,1,Light Trap,Indoors,An. rivulorum,Not applicable,Not applicable,
7551,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Unfed,1,Light Trap,Indoors,An. rivulorum,Negative,Not applicable,
7552,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Unfed,1,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7553,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Unfed,1,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7554,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Unfed,1,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7555,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7556,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7557,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7558,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Unfed,3,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7559,2020,December,Narok,Transmara,,Msanga,An. gambiae,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
7560,2020,December,Narok,Transmara,,Msanga,Unknown,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
7561,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,Not applicable,
7562,2020,December,Narok,Transmara,,Msanga,An. gambiae,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
7563,2020,December,Narok,Transmara,,Msanga,Unknown,Male,Not applicable,1,Aspiration,Indoors,Not Amplify,Not applicable,Not applicable,
7564,2020,December,Narok,Transmara,,Msanga,Unknown,Male,Not applicable,1,Aspiration,Indoors,Not Amplify,Not applicable,Not applicable,
7565,2020,December,Narok,Transmara,,Msanga,Unknown,Male,Not applicable,1,Aspiration,Indoors,Not Amplify,Not applicable,Not applicable,
7566,2020,December,Narok,Transmara,,Msanga,Unknown,Male,Not applicable,1,Aspiration,Indoors,Not Amplify,Not applicable,Not applicable,
7567,2020,December,Narok,Transmara,,Msanga,Unknown,Female,Fed,1,Aspiration,Indoors,Not Amplify,Negative,None,
7568,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Fed,1,Aspiration,Indoors,An. funestus s.s,Negative,Human,
7569,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Fed,1,Aspiration,Indoors,An. funestus s.s,Negative,None,
7570,2020,December,Narok,Transmara,,Msanga,Unknown,Female,Fed,1,Aspiration,Indoors,Not Amplify,Negative,Human,
7571,2020,December,Narok,Transmara,,Msanga,An. funestus,Female,Fed,1,Aspiration,Indoors,An. funestus s.s,Negative,None,
7572,2020,December,Narok,Transmara,,Msanga,Unknown,Female,Unfed,4,Aspiration,Indoors,Not Amplify,Negative,Not applicable,
7573,2020,December,Narok,Transmara,,Olenobosoi,An. gambiae,Female,Unfed,4,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7574,2020,December,Narok,Transmara,,Olenobosoi,An. gambiae,Female,Unfed,4,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7575,2020,December,Narok,Transmara,,Olenobosoi,An. gambiae,Female,Unfed,2,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
7576,2020,December,Narok,Transmara,,Olenobosoi,An. gambiae,Female,Unfed,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
7577,2020,December,Narok,Transmara,,Olenobosoi,An. gambiae,Female,Gravid,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
7578,2020,December,Narok,Transmara West,,Macangwa,An. gambiae,Female,Unfed,1,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7579,2020,December,Narok,Transmara West,,Macangwa,An. gambiae,Female,Unfed,1,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7580,2020,December,Narok,Transmara West,,Macangwa,Unknown,Female,Fed,1,Light Trap,Indoors,Not Amplify,Negative,"Goat, bovine","Livestock, Livestock"
7581,2020,December,Narok,Transmara West,,Macangwa,Unknown,Female,Fed,1,Light Trap,Indoors,Not Amplify,Negative,"Goat, bovine","Livestock, Livestock"
7582,2020,December,Narok,Transmara West,,Macangwa,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7583,2020,December,Narok,Transmara West,,Macangwa,An. gambiae,Female,Unfed,3,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7584,2020,December,Narok,Transmara West,,Macangwa,An. gambiae,Female,Unfed,3,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7585,2020,December,Narok,Transmara West,,Macangwa,An. gambiae,Female,Unfed,3,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7586,2020,December,Narok,Transmara West,,Macangwa,An. gambiae,Female,Gravid,3,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
7587,2020,December,Narok,Transmara West,,Olmatonyi,Unknown,Female,Fed,1,Light Trap,Indoors,Not Amplify,Negative,"Goat, bovine","Livestock, Livestock"
7588,2020,December,Narok,Transmara West,,Olmatonyi,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7589,2020,December,Narok,Transmara West,,Olmatonyi,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7590,2020,December,Narok,Transmara West,,Olmatonyi,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7591,2020,December,Narok,Transmara West,,Olmatonyi,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7592,2020,December,Narok,Transmara West,,Olmatonyi,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7593,2020,December,Narok,Transmara West,,Olmatonyi,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Positive,Not applicable,
7594,2020,December,Narok,Transmara West,,Olmatonyi,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7595,2020,December,Narok,Transmara West,,Olmatonyi,Unknown,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7596,2020,December,Narok,Transmara West,,Olmatonyi,Unknown,Female,Gravid,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7597,2020,December,Narok,Transmara West,,Olmatonyi,Unknown,Female,Unfed,3,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7598,2020,December,Narok,Transmara West,,Olmatonyi,Unknown,Female,Unfed,3,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7599,2020,December,Narok,Transmara West,,Olmatonyi,Unknown,Female,Unfed,3,Light Trap,Indoors,Not Amplify,Positive,Not applicable,
7600,2020,December,Narok,Transmara West,,Olmatonyi,Unknown,Female,Unfed,2,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,Not applicable,
7601,2019,July,Narok,TRASMARA WEST,,ENTUKAI,An. gambiae,Male,Not applicable,1,Light Trap,Indoors,An. arabiensis,Not applicable,Not applicable,
7602,2019,July,Narok,TRASMARA WEST,,ENTUKAI,An. gambiae,Male,Not applicable,1,Light Trap,Indoors,An. arabiensis,Not applicable,Not applicable,
7603,2019,July,Narok,TRASMARA WEST,,ENTUKAI,An. gambiae,Female,Fed,5,Light Trap,Indoors,Not Amplify,Negative,Goat,
7604,2019,July,Narok,TRASMARA WEST,,ENTUKAI,An. gambiae,Female,Fed,5,Light Trap,Indoors,Not Amplify,Negative,Human,
7605,2019,July,Narok,TRASMARA WEST,,ENTUKAI,An. gambiae,Female,Unfed,1,Aspiration,Indoors,Not Amplify,Negative,Not applicable,
7606,2019,July,Narok,TRASMARA WEST,,ENTUKAI,An. gambiae,Female,Unfed,1,Aspiration,Indoors,Not Amplify,Negative,Not applicable,
7607,2019,July,Narok,TRASMARA WEST,,ENTUKAI,An. gambiae,Male,Not applicable,1,Aspiration,Indoors,An. arabiensis,Not applicable,Not applicable,
7608,2019,July,Narok,TRASMARA WEST,,ENTUKAI,An. gambiae,Male,Not applicable,1,Aspiration,Indoors,Not Amplify,Not applicable,Not applicable,
7609,2019,July,Narok,TRASMARA WEST,,MEKO,An. gambiae,Female,Unfed,1,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7610,2019,July,Narok,TRASMARA WEST,,MEKO,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7611,2019,July,Narok,TRASMARA WEST,,MEKO,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7612,2017,November,Narok,Transmara West,,ENKIWANCHA,An. gambiae,Female,Fed,,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,None,
7613,2017,November,Narok,Transmara West,,ENKIWANCHA,An. gambiae,Female,Fed,,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Bovine,
7614,2017,November,Narok,Transmara West,,ANGATA-KAPKURUS,An. funestus,Female,Unfed,,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7615,2017,November,Narok,Transmara East,,SUGUTEK,An. gambiae,Female,Unfed,,Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
7616,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Fed,1,Aspiration,Indoors,An. funestus s.s,Negative,"Goat, human","Livestock, Human"
7617,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Fed,1,Aspiration,Indoors,An. funestus s.s,Negative,None,
7618,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Fed,1,Aspiration,Indoors,An. vaneedeni,Negative,None,
7619,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Fed,1,Aspiration,Indoors,Not Amplify,Negative,None,
7620,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Male,Not applicable,3,Aspiration,Indoors,An. funestus s.s,Not applicable,Not applicable,
7621,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Unfed,3,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7622,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Fed,3,Aspiration,Indoors,An. funestus s.s,Negative,"Goat, human","Livestock, Human"
7623,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Fed,3,Aspiration,Indoors,An. funestus s.s,Negative,"Goat, human, bovine","Livestock, Human"
7624,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Unfed,3,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7625,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Male,Not applicable,5,Aspiration,Indoors,An. funestus s.s,Not applicable,Not applicable,
7626,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Not applicable,Not applicable,
7627,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Not applicable,Not applicable,
7628,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Not applicable,Not applicable,
7629,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,None,
7630,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Unfed,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,None,
7631,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Not applicable,Not applicable,
7632,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Not applicable,Not applicable,
7633,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Male,Not applicable,5,Pyrethrum Spray Catch,Indoors,Not Amplify,Not applicable,Not applicable,
7634,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Fed,5,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,None,
7635,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,Not applicable,
7636,2020,December,Nyamira,Nyamira North,,Esianyi,An. funestus,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,Not applicable,
7637,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Unfed,1,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7638,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Male,Not applicable,1,Light Trap,Indoors,An. funestus s.s,Not applicable,Not applicable,
7639,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7640,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Gravid,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7641,2020,December,Nyamira,Manga,,Kimonge,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7642,2020,December,Nyamira,Manga,,Kimonge,An. gambiae,Female,Unfed,3,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7643,2020,December,Nyamira,Manga,,Kimonge,An. gambiae,Female,Unfed,4,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
7644,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Unfed,4,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7645,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Unfed,4,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7646,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,4,Light Trap,Indoors,An. funestus s.s,Negative,Bovine,
7647,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Unfed,3,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7648,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Unfed,3,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7649,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,4,Aspiration,Indoors,An. funestus s.s,Negative,None,
7650,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,4,Aspiration,Indoors,An. funestus s.s,Negative,"Goat, human","Livestock, Human"
7651,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,4,Aspiration,Indoors,An. funestus s.s,Negative,"Goat, human","Livestock, Human"
7652,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,4,Aspiration,Indoors,An. funestus s.s,Negative,"Goat, human","Livestock, Human"
7653,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Unfed,4,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7654,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,5,Aspiration,Indoors,An. funestus s.s,Negative,None,
7655,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,5,Aspiration,Indoors,An. funestus s.s,Negative,"Goat, bovine","Livestock, Livestock"
7656,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,5,Aspiration,Indoors,An. funestus s.s,Negative,"Goat, bovine","Livestock, Livestock"
7657,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Male,Not applicable,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,None,
7658,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,"Goat, bovine","Livestock, Livestock"
7659,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,"Goat, bovine","Livestock, Livestock"
7660,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,"Goat, bovine","Livestock, Livestock"
7661,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,"Goat, bovine","Livestock, Livestock"
7662,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,"Goat, bovine","Livestock, Livestock"
7663,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,"Goat, bovine","Livestock, Livestock"
7664,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,"Goat, bovine","Livestock, Livestock"
7665,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,Not Amplify,Negative,None,
7666,2020,December,Nyamira,Manga,,Kimonge,An. funestus,Female,Fed,1,Pyrethrum Spray Catch,Indoors,An. funestus s.s,Negative,"Goat, bovine","Livestock, Livestock"
7667,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Unfed,1,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7668,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7669,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Unfed,2,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7670,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Male,Not applicable,3,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7671,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Unfed,3,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
7672,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7673,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. leesoni,Negative,Not applicable,
7674,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. leesoni,Negative,Not applicable,
7675,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. leesoni,Negative,Not applicable,
7676,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Unfed,3,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7677,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Unfed,4,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7678,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Unfed,4,Light Trap,Indoors,An. funestus s.s,Negative,Not applicable,
7679,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Male,Not applicable,1,Aspiration,Indoors,An. funestus s.s,Negative,Not applicable,
7680,2020,December,Nyamira,Manga,,Nyaisa,An. funestus,Female,Fed,1,Aspiration,Indoors,An. funestus s.s,Negative,None,
